q2,q3
0.05153794217437218,-0.5564803402149311
0.051537942174372436,0.5564803402149313
0.051537942174372346,-0.5564803402149312
0.05153794217437225,0.5564803402149311
0.01899000770117861,0.5427368423455864
0.33206494734818365,-0.3555094705742111
0.3320649473481835,0.3555094705742111
0.1242411866128584,0.5347510157579201
0.09970562776767812,0.5348966452774869
0.7744073594914078,0.06631652723362777
0.023188547926237774,-0.5922459751120615
0.04346428550943774,0.5887895082824051
0.030604463058927438,-0.5735654201240087
0.06768407100082106,-0.5691893441425697
0.06768407100082133,0.5691893441425695
0.0676840710008211,0.5691893441425694
0.06768407100082126,-0.5691893441425697
0.0760719850246365,0.5691214373432256
0.07607198502463637,-0.5691214373432256
0.07607198502463625,0.5691214373432256
0.019051657553448918,0.5751355025528693
0.0619318960687874,-0.5809783441338966
0.06193189606878741,0.5809783441338968
0.06193189606878741,0.5809783441338968
0.041501373411489725,0.6028438203067494
0.0415013734114899,-0.6028438203067494
0.0415013734114899,-0.6028438203067494
0.0694766758611778,-0.5340176548170057
0.0257659871197683,-0.5623456721273953
0.041807767020555116,0.597436571518902
0.013128785458576032,0.5819272302618269
0.04451579486864615,-0.6307715621446679
0.022988218664242686,0.5827866764163013
0.03570573957729108,-0.603156987934881
0.02638421994618886,0.6035745066376061
0.06759852367798085,0.618993934896085
0.040506383679211666,-0.5938709977420352
0.01793631067419724,0.6008744678546708
0.02228772592794541,-0.6019888803560555
0.023855312956556317,-0.5832606330590561
0.2669002049810259,0.4134440901778909
0.2669002049810259,0.4134440901778909
0.2669002049810257,-0.4134440901778909
0.04813275401371488,0.5748141908659513
0.0060898302349913615,-0.55249995232449
0.001265103412438031,-0.5561230989994315
0.023604658492805575,-0.5221974481846824
0.02360465849280529,0.5221974481846823
0.023604658492805488,0.5221974481846824
0.023604658492805287,-0.5221974481846824
0.03651797730566676,-0.5471789651685062
0.03651797730566703,0.5471789651685061
0.03651797730566688,-0.5471789651685062
0.03651797730566677,0.5471789651685061
0.037850491077528935,-0.5369032477708771
0.03785049107752913,0.5369032477708772
0.03785049107752903,0.5369032477708772
0.03785049107752901,-0.5369032477708772
0.08860558274995761,-0.555099231969898
0.08860558274995774,0.5550992319698981
0.08860558274995782,-0.5550992319698981
0.0886055827499578,0.555099231969898
0.057389169324993536,-0.5818773541269067
0.05738916932499375,0.5818773541269067
0.05738916932499355,0.5818773541269067
0.05738916932499375,-0.5818773541269069
0.03176222573213993,-0.5534429989328445
0.03176222573213965,0.5534429989328444
0.0317622257321398,0.5534429989328445
0.031762225732139736,-0.5534429989328445
0.02416123170584749,-0.5824394941458725
0.009030510632731229,0.5564990824525672
0.006046428223025495,0.5592877059688715
0.08464364549513702,0.547516680400822
0.028109473238905627,0.6092614279744213
0.4370379183292109,-0.2728794824410679
0.320951075416746,-0.3687087151203931
0.05914114070161685,-0.5301495146895947
0.05914114070161685,-0.5301495146895947
0.0878737755687809,0.5473130711729028
0.030172796246598417,0.5495964881154892
0.03017279624659837,-0.5495964881154892
0.09204862885439026,0.5691494179497474
0.09204862885439058,-0.5691494179497475
0.09204862885439033,-0.5691494179497474
0.0920486288543904,0.5691494179497475
0.04717397623300816,-0.5939499741957692
0.06188259715251456,-0.5002395307661922
0.06188259715251465,0.5002395307661921
0.006908061794888387,0.5735485598960987
0.10098098435079243,0.5676158448978535
0.10098098435079236,-0.5676158448978533
0.06773567702147144,-0.5522324143104798
0.02904452708839805,0.5596903845441431
0.08188811162125621,-0.5472979338913649
0.08188811162125649,0.5472979338913648
0.08188811162125638,-0.5472979338913649
0.054355887915423125,0.5723805375066926
0.35136733627812977,-0.3547506908068501
0.006544532431501254,-0.5776431959838653
0.054326845849078466,0.52375290349754
0.09653861048650587,-0.6400806459352171
0.7393983680087344,0.07816423749831594
0.3833871244918017,0.3449175071741099
0.7231118562733416,0.04284086773273788
0.052720473153349316,-0.5268167354393528
0.0661722007541043,0.5762191236408711
0.354209513097882,-0.3752006653966662
0.3185546536986664,0.35590672455330324
0.33109020171902115,0.35258901258319186
0.3349570424534881,0.3661974805406799
0.33495704245348795,-0.3661974805406799
0.3996144450084788,0.33834331508672394
0.03835150566769708,-0.5653436246565159
0.038351505667697294,0.5653436246565159
0.03835150566769721,-0.565343624656516
0.03835150566769708,0.5653436246565158
0.03955158734100631,-0.5890666345209716
0.0741677645456795,-0.5860781512792792
0.07416776454567957,0.5860781512792792
0.07416776454567953,-0.5860781512792793
0.0741677645456795,0.5860781512792793
0.061392315122003015,0.6213499763743088
0.061392315122003015,-0.6213499763743088
0.06139231512200324,0.6213499763743088
0.030084916675695763,-0.5628046825873978
0.030084916675695583,0.5628046825873977
0.06284110941185911,-0.6004800981494709
0.06284110941185915,0.6004800981494709
0.06028655089868901,0.5765095175856304
0.041146041085205434,0.5765432487916412
0.04114604108520556,-0.5765432487916412
0.04114604108520556,-0.5765432487916412
0.021502775009295868,0.5799324437654279
0.015768600355207992,-0.5744060687584187
0.01576860035520834,0.5744060687584187
0.01576860035520834,0.5744060687584187
0.07407289924556848,0.5516984439043676
0.07407289924556848,0.5516984439043676
0.07407289924556842,-0.5516984439043676
0.07407289924556833,0.5516984439043675
0.0740728992455686,-0.5516984439043675
0.04081528110166351,0.537850965490126
0.04081528110166351,0.537850965490126
0.040815281101663485,-0.537850965490126
0.04081528110166339,0.5378509654901259
0.04081528110166363,-0.5378509654901261
0.06019692351708315,0.5514334362344511
0.06019692351708315,0.5514334362344511
0.06019692351708308,-0.5514334362344511
0.06019692351708305,0.5514334362344511
0.06019692351708325,-0.5514334362344511
0.06123543474270635,-0.5305426784654587
0.0612354347427061,0.5305426784654587
0.053390251571577785,-0.5605572682130535
0.05339025157157794,0.5605572682130535
0.033824568026051216,0.5831362495149222
0.033824568026051216,0.5831362495149222
0.03382456802605094,-0.5831362495149219
0.03382456802605114,0.5831362495149222
0.033824568026051265,-0.5831362495149219
0.033824568026051015,0.5831362495149219
0.03382456802605111,-0.5831362495149222
0.209340338159556,0.06139812103630065
0.08099921707414882,0.15346586164798245
0.015148182822215018,0.5814842839370381
0.0151481828222154,-0.5814842839370383
0.015148182822215259,0.5814842839370381
0.034086603780097674,-0.5685045087220351
0.03408660378009785,0.5685045087220352
0.0431881131464282,-0.5778268778824411
0.06450063171248208,-0.5785934657627871
0.06450063171248195,0.5785934657627871
0.06450063171248198,-0.5785934657627873
0.11592479845563244,-0.5510708833789306
0.1159247984556326,0.5510708833789305
0.11592479845563243,-0.5510708833789306
0.11592479845563232,0.5510708833789305
0.01670962479692224,-0.6101774275453198
0.016709624796921986,0.6101774275453197
0.01670962479692196,-0.6101774275453197
0.016709624796922087,0.6101774275453197
0.0507862764249297,-0.5773024575108056
0.050786276424929985,0.5773024575108056
0.05078627642492995,-0.5773024575108056
0.05078627642492985,0.5773024575108056
0.10952591149280028,-0.5482392701441509
0.10952591149280046,0.5482392701441509
0.10952591149280036,-0.5482392701441509
0.1095259114928002,0.5482392701441509
0.03312866585619487,-0.5686072709835669
0.012766258189990757,-0.5805373322791926
0.012766258189990996,0.5805373322791926
0.029905158789467045,-0.5479748237901509
0.02990515878946696,0.5479748237901508
0.029905158789466868,-0.5479748237901508
0.045073531795501255,-0.5670229540124743
0.0450735317955016,0.5670229540124744
0.04507353179550151,-0.5670229540124744
0.03423088717284327,0.5789327050198815
0.03423088717284313,-0.5789327050198817
0.03423088717284314,0.5789327050198816
0.05832898777749972,-0.5687877309590861
0.058328987777499626,0.5687877309590861
0.058328987777499626,0.5687877309590861
0.05832898777749971,-0.5687877309590861
0.06853220063998873,-0.561764959515688
0.06853220063998858,0.5617649595156881
0.06853220063998851,0.5617649595156881
0.06853220063998877,-0.5617649595156881
0.08993935268161378,-0.5639445552361104
0.08993935268161364,0.5639445552361103
0.08993935268161349,0.5639445552361103
0.08993935268161372,-0.5639445552361102
0.0908407214485468,-0.5533740786534707
0.09084072144854667,0.5533740786534708
0.0908407214485466,0.5533740786534707
0.0908407214485469,-0.5533740786534708
0.10234963825849393,-0.5659045789178704
0.1023496382584938,0.5659045789178705
0.10234963825849368,0.5659045789178705
0.10234963825849393,-0.5659045789178704
0.12821159996153295,-0.5088172796406583
0.1282115999615329,0.5088172796406583
0.12821159996153278,0.5088172796406584
0.128211599961533,-0.5088172796406583
0.13467950933142156,-0.5118274093892915
0.13467950933142145,0.5118274093892914
0.13467950933142134,0.5118274093892915
0.13467950933142162,-0.5118274093892915
0.1459643307311025,-0.5324404770991591
0.1459643307311024,0.532440477099159
0.14596433073110232,0.5324404770991591
0.14596433073110252,-0.5324404770991591
0.1384166568454756,-0.4798453374053088
0.1384166568454754,0.4798453374053087
0.13841665684547538,0.4798453374053088
0.13841665684547558,-0.4798453374053087
0.09829277321657864,-0.5598051875913436
0.0982927732165786,0.5598051875913437
0.09829277321657838,0.5598051875913437
0.09829277321657864,-0.5598051875913437
0.08235540301217681,-0.5519556577348568
0.08235540301217673,0.5519556577348568
0.08235540301217657,0.5519556577348568
