"V1","V2","V3","V4","V5","V6","V7"
1,0,0,0,0,0,0
0,1,0,0,0,0,0
0,0,1,-0.652928625099012,0,0,0
0,0,-0.652928625099012,1,0,0,0
0,0,0,0,1,-0.862043656699038,-0.862043656699038
0,0,0,0,-0.862043656699038,1,0.74311926605505
0,0,0,0,-0.862043656699038,0.74311926605505,1
